# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:3C:23": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:3C:23", "device connection": "BTH00:07:80:4B:3C:23", "sampling rate": 1000, "resolution": [16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-9-9", "time": "15:4:58.967", "channels": [5], "sensor": ["EMG"], "label": ["CH5"], "column": ["nSeq", "DI", "CH5"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["gray"]}}
# EndOfHeader
0	0	32834	
1	0	32800	
2	0	32784	
3	0	32904	
4	0	32868	
5	0	32768	
6	0	32780	
7	0	32756	
8	0	32856	
9	0	32888	
10	0	32784	
11	0	32864	
12	0	32792	
13	0	32820	
14	0	32728	
15	0	32768	
16	0	32880	
17	0	32812	
18	0	32900	
19	0	32848	
20	0	32856	
21	0	32794	
22	0	32732	
23	0	32770	
24	0	32784	
25	0	32792	
26	0	32876	
27	0	32804	
28	0	32824	
29	0	32892	
30	0	32836	
31	0	32796	
32	0	32872	
33	0	32784	
34	0	32818	
35	0	32766	
36	0	32784	
37	0	32804	
38	0	32756	
39	0	32812	
40	0	32844	
41	0	32844	
42	0	32752	
43	0	32784	
44	0	32816	
45	0	32808	
46	0	32828	
47	0	32810	
48	0	32804	
49	0	32828	
50	0	32756	
51	0	32868	
52	0	32828	
53	0	32816	
54	0	32806	
55	0	32810	
56	0	32836	
57	0	32824	
58	0	32756	
59	0	32772	
60	0	32760	
61	0	32852	
62	0	32832	
63	0	32792	
64	0	32788	
65	0	32800	
66	0	32792	
67	0	32824	
68	0	32788	
69	0	32778	
70	0	32868	
71	0	32784	
72	0	32804	
73	0	32804	
74	0	32870	
75	0	32848	
76	0	32816	
77	0	32764	
78	0	32728	
79	0	32836	
80	0	32856	
81	0	32768	
82	0	32828	
83	0	32852	
84	0	32932	
85	0	32856	
86	0	32696	
87	0	32628	
88	0	32772	
89	0	32828	
90	0	32748	
91	0	32764	
92	0	32684	
93	0	32764	
94	0	32808	
95	0	32878	
96	0	32852	
97	0	32808	
98	0	32832	
99	0	32820	
100	0	32776	
101	0	32828	
102	0	32860	
103	0	32860	
104	0	32828	
105	0	32824	
106	0	32848	
107	0	32772	
108	0	32792	
109	0	32830	
110	0	32836	
111	0	32768	
112	0	32804	
113	0	32836	
114	0	32840	
115	0	32776	
116	0	32832	
117	0	32790	
118	0	32752	
119	0	32808	
120	0	32832	
121	0	32860	
122	0	32800	
123	0	32728	
124	0	32836	
125	0	32760	
126	0	32672	
127	0	32792	
128	0	32832	
129	0	32808	
130	0	32868	
131	0	32852	
132	0	32836	
133	0	32792	
134	0	32782	
135	0	32756	
136	0	32792	
137	0	32844	
138	0	32824	
139	0	32848	
140	0	32824	
141	0	32804	
142	0	32800	
143	0	32800	
144	0	32853	
145	0	32832	
146	0	32728	
147	0	32772	
148	0	32948	
149	0	32824	
150	0	32816	
151	0	32808	
152	0	32836	
153	0	32792	
154	0	32816	
155	0	32808	
156	0	32738	
157	0	32804	
158	0	32724	
159	0	32820	
160	0	32752	
161	0	32752	
162	0	32744	
163	0	32804	
164	0	32900	
165	0	32856	
166	0	32868	
167	0	32780	
168	0	32852	
169	0	32836	
170	0	32840	
171	0	32828	
172	0	32732	
173	0	32740	
174	0	32864	
175	0	32888	
176	0	32808	
177	0	32804	
178	0	32848	
179	0	32808	
180	0	32702	
181	0	32716	
182	0	32736	
183	0	32834	
184	0	32816	
185	0	32806	
186	0	32832	
187	0	32850	
188	0	32733	
189	0	32746	
190	0	32764	
191	0	32708	
192	0	32832	
193	0	32876	
194	0	32904	
195	0	32828	
196	0	32834	
197	0	32792	
198	0	32728	
199	0	32716	
200	0	32796	
201	0	32786	
202	0	32820	
203	0	32840	
204	0	32842	
205	0	32860	
206	0	32844	
207	0	32796	
208	0	32800	
209	0	32818	
210	0	32812	
211	0	32804	
212	0	32880	
213	0	32844	
214	0	32792	
215	0	32820	
216	0	32820	
217	0	32752	
218	0	32762	
219	0	32724	
220	0	32864	
221	0	32840	
222	0	32792	
223	0	32796	
224	0	32836	
225	0	32752	
226	0	32800	
227	0	32852	
228	0	32824	
229	0	32789	
230	0	32744	
231	0	32796	
232	0	32680	
233	0	32772	
234	0	32820	
235	0	32772	
236	0	32852	
237	0	32804	
238	0	32908	
239	0	32828	
240	0	32796	
241	0	32900	
242	0	32744	
243	0	32778	
244	0	32804	
245	0	32820	
246	0	32860	
247	0	32752	
248	0	32740	
249	0	32756	
250	0	32828	
251	0	32752	
252	0	32880	
253	0	32844	
254	0	32800	
255	0	32864	
256	0	32796	
257	0	32766	
258	0	32808	
259	0	32789	
260	0	32828	
261	0	32844	
262	0	32840	
263	0	32732	
264	0	32708	
265	0	32848	
266	0	32808	
267	0	32796	
268	0	32874	
269	0	32800	
270	0	32840	
271	0	32816	
272	0	32816	
273	0	32864	
274	0	32792	
275	0	32856	
276	0	32768	
277	0	32660	
278	0	32752	
279	0	32860	
280	0	32908	
281	0	32816	
282	0	32740	
283	0	32824	
284	0	32796	
285	0	32764	
286	0	32766	
287	0	32788	
288	0	32892	
289	0	32848	
290	0	32812	
291	0	32820	
292	0	32856	
293	0	32796	
294	0	32800	
295	0	32760	
296	0	32780	
297	0	32746	
298	0	32652	
299	0	32764	
300	0	32808	
301	0	32856	
302	0	32940	
303	0	32816	
304	0	32830	
305	0	32788	
306	0	32860	
307	0	32844	
308	0	32796	
309	0	32808	
310	0	32792	
311	0	32824	
312	0	32820	
313	0	32768	
314	0	32804	
315	0	32849	
316	0	32750	
317	0	32770	
318	0	32780	
319	0	32726	
320	0	32816	
321	0	32828	
322	0	32780	
323	0	32800	
324	0	32792	
325	0	32812	
326	0	32812	
327	0	32792	
328	0	32800	
329	0	32748	
330	0	32801	
331	0	32876	
332	0	32792	
333	0	32736	
334	0	32816	
335	0	32704	
336	0	32824	
337	0	32844	
338	0	32773	
339	0	32800	
340	0	32784	
341	0	32768	
342	0	32884	
343	0	32892	
344	0	32836	
345	0	32856	
346	0	32740	
347	0	32736	
348	0	32748	
349	0	32840	
350	0	32758	
351	0	32784	
352	0	32808	
353	0	32868	
354	0	32804	
355	0	32808	
356	0	32812	
357	0	32736	
358	0	32848	
359	0	32808	
360	0	32792	
361	0	32804	
362	0	32800	
363	0	32804	
364	0	32892	
365	0	32824	
366	0	32768	
367	0	32776	
368	0	32764	
369	0	32716	
370	0	32816	
371	0	32802	
372	0	32858	
373	0	32776	
374	0	32836	
375	0	32834	
376	0	32832	
377	0	32796	
378	0	32800	
379	0	32854	
380	0	32796	
381	0	32844	
382	0	32820	
383	0	32833	
384	0	32834	
385	0	32788	
386	0	32772	
387	0	32756	
388	0	32808	
389	0	32774	
390	0	32836	
391	0	32752	
392	0	32752	
393	0	32750	
394	0	32764	
395	0	32788	
396	0	32734	
397	0	32804	
398	0	32828	
399	0	32840	
400	0	32812	
401	0	32784	
402	0	32848	
403	0	32832	
404	0	32836	
405	0	32778	
406	0	32788	
407	0	32802	
408	0	32844	
409	0	32800	
410	0	32812	
411	0	32764	
412	0	32736	
413	0	32792	
414	0	32804	
415	0	32804	
416	0	32892	
