# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:3C:23": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:3C:23", "device connection": "BTH00:07:80:4B:3C:23", "sampling rate": 1000, "resolution": [16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-10-18", "time": "16:19:56.164", "channels": [5, 7], "sensor": ["EMG", "EMG"], "label": ["CH5", "CH7"], "column": ["nSeq", "DI", "CH5", "CH7"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["light_green", "red"]}}
# EndOfHeader
0	0	33150	32891	
1	0	32929	32948	
2	0	32790	32853	
3	0	32503	32668	
4	0	32717	32838	
5	0	32808	32732	
6	0	32852	32628	
7	0	32796	32775	
8	0	32868	32659	
9	0	32951	32775	
10	0	32860	32871	
11	0	32760	32757	
12	0	32774	32775	
13	0	32652	32693	
14	0	32586	32775	
15	0	32560	32903	
16	0	32616	32828	
17	0	32696	32742	
18	0	32824	32959	
19	0	32630	32751	
20	0	32804	32719	
21	0	32982	32706	
22	0	32704	32806	
23	0	32749	32613	
24	0	32824	32631	
25	0	33136	32852	
26	0	33088	32743	
27	0	33125	32788	
28	0	33064	32820	
29	0	32976	32822	
30	0	32974	32812	
31	0	32712	32706	
32	0	32868	32700	
33	0	32829	32868	
34	0	32356	32827	
35	0	32580	32775	
36	0	32780	32666	
37	0	32740	32767	
38	0	32764	32764	
39	0	32750	32724	
40	0	32903	32871	
41	0	32688	32999	
42	0	32476	32767	
43	0	32536	32627	
44	0	32560	32737	
45	0	32624	32911	
46	0	32537	32772	
47	0	32708	32775	
48	0	33036	32963	
49	0	33140	32799	
50	0	33108	32835	
51	0	33498	32929	
52	0	33006	32716	
53	0	32822	32670	
54	0	32804	32870	
55	0	32724	32599	
56	0	32692	32772	
57	0	32740	32738	
58	0	32832	32551	
59	0	32716	32750	
60	0	32612	32738	
61	0	32702	32612	
62	0	32624	32743	
63	0	32624	32807	
64	0	32688	32831	
65	0	32808	32751	
66	0	33030	32868	
67	0	32752	32932	
68	0	32800	32851	
69	0	32885	32775	
70	0	32698	32863	
71	0	32860	32892	
72	0	32916	32775	
73	0	32990	32623	
74	0	33060	32839	
75	0	32704	32607	
76	0	32566	32775	
77	0	32596	32775	
78	0	32626	32639	
79	0	32636	32775	
80	0	32968	32772	
81	0	33534	32724	
82	0	33220	32850	
83	0	32902	32970	
84	0	32957	32978	
85	0	33012	32702	
86	0	32604	32748	
87	0	32541	32847	
88	0	32488	32711	
89	0	32452	32671	
90	0	32754	32822	
91	0	32800	32935	
92	0	32794	32798	
93	0	33048	32730	
94	0	33068	32716	
95	0	32666	32775	
96	0	32308	32765	
97	0	32672	32682	
98	0	32928	32804	
99	0	32846	32839	
100	0	32748	32599	
101	0	32804	32743	
102	0	32732	32862	
103	0	32614	32871	
104	0	32630	32807	
105	0	32756	32682	
106	0	32689	32935	
107	0	32740	32775	
108	0	32738	32647	
109	0	33084	32862	
110	0	33172	32588	
111	0	32742	32889	
112	0	32804	32759	
113	0	33000	32767	
114	0	32996	32775	
115	0	32880	32687	
116	0	32660	32903	
117	0	32726	32791	
118	0	32616	32743	
119	0	32760	32959	
120	0	32785	32743	
121	0	32804	32900	
122	0	32696	32751	
123	0	32878	32822	
124	0	32801	32710	
125	0	32794	32878	
126	0	32748	32810	
127	0	32920	32709	
128	0	32864	32790	
129	0	32900	32633	
130	0	32774	32764	
131	0	32828	32814	
132	0	32983	32679	
133	0	32806	32805	
134	0	32588	32668	
135	0	32775	32770	
136	0	32752	32751	
